train_losses,val_losses,train_accs,val_accs,f1_scores,precision_scores,recall_scores,roc_auc_scores,train_index
0.7336341876250047,0.7422519326210022,0.5686274509803921,0.46153846153846156,0.0,0.0,0.0,0.5,0
0.6786835422882667,0.6524246633052826,0.6078431372549019,0.5384615384615384,0.7,0.5384615384615384,1.0,0.5,0
0.790809133878121,0.7030509114265442,0.45098039215686275,0.46153846153846156,0.0,0.0,0.0,0.5,0
0.8065679669380188,0.7824863493442535,0.5686274509803921,0.46153846153846156,0.0,0.0,0.0,0.5,0
0.7252954680186051,0.6842874735593796,0.5294117647058824,0.6153846153846154,0.5454545454545454,0.75,0.42857142857142855,0.6309523809523809,0
0.8278831472763648,0.6699976474046707,0.45098039215686275,0.5384615384615384,0.7,0.5384615384615384,1.0,0.5,0
0.8155162976338313,0.7266910821199417,0.4117647058823529,0.46153846153846156,0.0,0.0,0.0,0.5,0
0.7180389761924744,0.6490948498249054,0.5098039215686274,0.5384615384615384,0.7,0.5384615384615384,1.0,0.5,0
0.721223349754627,0.6800245642662048,0.5098039215686274,0.6153846153846154,0.7058823529411765,0.6,0.8571428571428571,0.5952380952380953,0
0.6927259747798626,0.6629372388124466,0.5098039215686274,0.6923076923076923,0.7777777777777778,0.6363636363636364,1.0,0.6666666666666667,0
0.6939290028352004,0.6865064650774002,0.47058823529411764,0.5384615384615384,0.5,0.6,0.42857142857142855,0.5476190476190477,0
0.6962457643105433,0.6967416554689407,0.47058823529411764,0.5384615384615384,0.4,0.6666666666666666,0.2857142857142857,0.5595238095238095,0
0.7279378748857058,0.6387109905481339,0.5686274509803921,0.6923076923076923,0.7777777777777778,0.6363636363636364,1.0,0.6666666666666667,0
0.7122107514968286,0.7018535435199738,0.5490196078431373,0.38461538461538464,0.0,0.0,0.0,0.4166666666666667,0
0.6496392901127155,0.6293447464704514,0.6078431372549019,0.7692307692307693,0.8235294117647058,0.7,1.0,0.75,0
0.5870785781970391,0.6693023592233658,0.7450980392156863,0.6153846153846154,0.5454545454545454,0.75,0.42857142857142855,0.6309523809523809,0
0.40821675153879017,0.7533092498779297,0.8627450980392157,0.5384615384615384,0.4,0.6666666666666666,0.2857142857142857,0.5595238095238095,0
0.17957621411635324,0.4246652377769351,1.0,0.7692307692307693,0.8235294117647058,0.7,1.0,0.75,0
0.07028518925206019,0.9819762203842402,0.9607843137254902,0.6153846153846154,0.5454545454545454,0.75,0.42857142857142855,0.6309523809523809,0
0.14314559399365231,0.7389888023026288,0.9607843137254902,0.7692307692307693,0.7692307692307693,0.8333333333333334,0.7142857142857143,0.773809523809524,0
0.9027332663536072,0.9041740000247955,0.5294117647058824,0.46153846153846156,0.0,0.0,0.0,0.5,1
